country,survey_name,survey_year,wave_or_round,source_file,observation_level,variable_name,variable_label,question_wording,response_categories,value_labels,unit,recall_period,missing_value_codes,proposed_concept,candidate_role,comparability_confidence,notes
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 6",2021-22,2021-22,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS6_Datasets/Uzbekistan_MICS6_SPSS_Datasets/hl.sav,person,georegion,Geo-economic regions,Geo-economic regions,"{""1.0"": ""Western"", ""2.0"": ""Central"", ""3.0"": ""Southern"", ""4.0"": ""Central-Eastern"", ""5.0"": ""Eastern"", ""6.0"": ""Tashkent city""}","{""1.0"": ""Western"", ""2.0"": ""Central"", ""3.0"": ""Southern"", ""4.0"": ""Central-Eastern"", ""5.0"": ""Eastern"", ""6.0"": ""Tashkent city""}",not stated in metadata,,none documented in value labels,region,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 6",2021-22,2021-22,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS6_Datasets/Uzbekistan_MICS6_SPSS_Datasets/wm.sav,woman,HH7,Region,Region,"{""1.0"": ""REPUBLIC OF KARAKALPAKSTAN"", ""2.0"": ""ANDIJAN REGION"", ""3.0"": ""BUKHARA REGION"", ""4.0"": ""JIZZAKH REGION"", ""5.0"": ""KASHKADARYA REGION"", ""6.0"": ""NAVOI REGION"", ""7.0"": ""NAMANGAN REGION"", ""8.0"": ""SAMARKAND REGION"", ""9.0"": ""SURKHANDARYA REGION"", ""10.0"": ""SYRDARYA REGION"", ""11.0"": ""TASHKENT REGION"", ""12.0"": ""FERGANA REGION"", ""13.0"": ""KHOREZM REGION"", ""14.0"": ""TASHKENT CITY""}","{""1.0"": ""REPUBLIC OF KARAKALPAKSTAN"", ""2.0"": ""ANDIJAN REGION"", ""3.0"": ""BUKHARA REGION"", ""4.0"": ""JIZZAKH REGION"", ""5.0"": ""KASHKADARYA REGION"", ""6.0"": ""NAVOI REGION"", ""7.0"": ""NAMANGAN REGION"", ""8.0"": ""SAMARKAND REGION"", ""9.0"": ""SURKHANDARYA REGION"", ""10.0"": ""SYRDARYA REGION"", ""11.0"": ""TASHKENT REGION"", ""12.0"": ""FERGANA REGION"", ""13.0"": ""KHOREZM REGION"", ""14.0"": ""TASHKENT CITY""}",not stated in metadata,,none documented in value labels,region,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 6",2021-22,2021-22,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS6_Datasets/Uzbekistan_MICS6_SPSS_Datasets/wm.sav,woman,WB17,Region prior to moving to current place,Region prior to moving to current place,"{""1.0"": ""REPUBLIC OF KARAKALPAKSTAN"", ""2.0"": ""ANDIJAN REGION"", ""3.0"": ""BUKHARA REGION"", ""4.0"": ""JIZZAKH REGION"", ""5.0"": ""KASHKADARYA REGION"", ""6.0"": ""NAVOI REGION"", ""7.0"": ""NAMANGAN REGION"", ""8.0"": ""SAMARKAND REGION"", ""9.0"": ""SURKHANDARYA REGION"", ""10.0"": ""SYRDARYA REGION"", ""11.0"": ""TASHKENT REGION"", ""12.0"": ""FERGANA REGION"", ""13.0"": ""KHOREZM REGION"", ""14.0"": ""TASHKENT CITY"", ""96.0"": ""OUTSIDE OF COUNTRY"", ""99.0"": ""NO RESPONSE""}","{""1.0"": ""REPUBLIC OF KARAKALPAKSTAN"", ""2.0"": ""ANDIJAN REGION"", ""3.0"": ""BUKHARA REGION"", ""4.0"": ""JIZZAKH REGION"", ""5.0"": ""KASHKADARYA REGION"", ""6.0"": ""NAVOI REGION"", ""7.0"": ""NAMANGAN REGION"", ""8.0"": ""SAMARKAND REGION"", ""9.0"": ""SURKHANDARYA REGION"", ""10.0"": ""SYRDARYA REGION"", ""11.0"": ""TASHKENT REGION"", ""12.0"": ""FERGANA REGION"", ""13.0"": ""KHOREZM REGION"", ""14.0"": ""TASHKENT CITY"", ""96.0"": ""OUTSIDE OF COUNTRY"", ""99.0"": ""NO RESPONSE""}",not stated in metadata,,99.0,region,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 6",2021-22,2021-22,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS6_Datasets/Uzbekistan_MICS6_SPSS_Datasets/wm.sav,woman,georegion,Geo-economic regions,Geo-economic regions,"{""1.0"": ""Western"", ""2.0"": ""Central"", ""3.0"": ""Southern"", ""4.0"": ""Central-Eastern"", ""5.0"": ""Eastern"", ""6.0"": ""Tashkent city""}","{""1.0"": ""Western"", ""2.0"": ""Central"", ""3.0"": ""Southern"", ""4.0"": ""Central-Eastern"", ""5.0"": ""Eastern"", ""6.0"": ""Tashkent city""}",not stated in metadata,,none documented in value labels,region,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), 2006",2006,2006,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS_2006_SPSS_Datasets/ch.sav,child,HH6,Area,Area,"{""1.0"": ""Urban"", ""2.0"": ""Rural""}","{""1.0"": ""Urban"", ""2.0"": ""Rural""}",not stated in metadata,,none documented in value labels,rural or urban,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), 2006",2006,2006,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS_2006_SPSS_Datasets/hh.sav,household,HH6,Area,Area,"{""1.0"": ""Urban"", ""2.0"": ""Rural""}","{""1.0"": ""Urban"", ""2.0"": ""Rural""}",not stated in metadata,,none documented in value labels,rural or urban,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), 2006",2006,2006,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS_2006_SPSS_Datasets/hl.sav,person,HH6,Area,Area,"{""1.0"": ""Urban"", ""2.0"": ""Rural""}","{""1.0"": ""Urban"", ""2.0"": ""Rural""}",not stated in metadata,,none documented in value labels,rural or urban,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), 2006",2006,2006,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS_2006_SPSS_Datasets/wm.sav,woman,HH6,Area,Area,"{""1.0"": ""Urban"", ""2.0"": ""Rural""}","{""1.0"": ""Urban"", ""2.0"": ""Rural""}",not stated in metadata,,none documented in value labels,rural or urban,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 6",2021-22,2021-22,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS6_Datasets/Uzbekistan_MICS6_SPSS_Datasets/bh.sav,birth,HH6,Area,Area,"{""1.0"": ""URBAN"", ""2.0"": ""RURAL""}","{""1.0"": ""URBAN"", ""2.0"": ""RURAL""}",not stated in metadata,,none documented in value labels,rural or urban,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 6",2021-22,2021-22,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS6_Datasets/Uzbekistan_MICS6_SPSS_Datasets/ch.sav,child,HH6,Area,Area,"{""1.0"": ""URBAN"", ""2.0"": ""RURAL""}","{""1.0"": ""URBAN"", ""2.0"": ""RURAL""}",not stated in metadata,,none documented in value labels,rural or urban,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 6",2021-22,2021-22,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS6_Datasets/Uzbekistan_MICS6_SPSS_Datasets/fs.sav,UNCERTAIN,HH6,Area,Area,"{""1.0"": ""URBAN"", ""2.0"": ""RURAL""}","{""1.0"": ""URBAN"", ""2.0"": ""RURAL""}",not stated in metadata,,none documented in value labels,rural or urban,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 6",2021-22,2021-22,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS6_Datasets/Uzbekistan_MICS6_SPSS_Datasets/hh.sav,household,HH6,Area,Area,"{""1.0"": ""URBAN"", ""2.0"": ""RURAL""}","{""1.0"": ""URBAN"", ""2.0"": ""RURAL""}",not stated in metadata,,none documented in value labels,rural or urban,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 6",2021-22,2021-22,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS6_Datasets/Uzbekistan_MICS6_SPSS_Datasets/hl.sav,person,HH6,Area,Area,"{""1.0"": ""URBAN"", ""2.0"": ""RURAL""}","{""1.0"": ""URBAN"", ""2.0"": ""RURAL""}",not stated in metadata,,none documented in value labels,rural or urban,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 6",2021-22,2021-22,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS6_Datasets/Uzbekistan_MICS6_SPSS_Datasets/wm.sav,woman,HH6,Area,Area,"{""1.0"": ""URBAN"", ""2.0"": ""RURAL""}","{""1.0"": ""URBAN"", ""2.0"": ""RURAL""}",not stated in metadata,,none documented in value labels,rural or urban,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 2",2000,2000,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS2_2000_Datasets/UZHh.sav,household,WS3,Kind of toilet facility,Kind of toilet facility,"{""1.0"": ""Flush to sewage system or septic tank"", ""2.0"": ""Pour flush latrine (water seal type)"", ""3.0"": ""Improved pit latrine (VIP)"", ""4.0"": ""Traditional pit latrine"", ""5.0"": ""Open pit"", ""6.0"": ""Bucket"", ""7.0"": ""Missing"", ""98.0"": ""No facilities, bush, field""}","{""1.0"": ""Flush to sewage system or septic tank"", ""2.0"": ""Pour flush latrine (water seal type)"", ""3.0"": ""Improved pit latrine (VIP)"", ""4.0"": ""Traditional pit latrine"", ""5.0"": ""Open pit"", ""6.0"": ""Bucket"", ""7.0"": ""Missing"", ""98.0"": ""No facilities, bush, field""}",not stated in metadata,,7.0,sanitation,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 2",2000,2000,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS2_2000_Datasets/UZWm.sav,woman,WS3,Kind of toilet facility,Kind of toilet facility,"{""1.0"": ""Flush to sewage system or septic tank"", ""2.0"": ""Pour flush latrine (water seal type)"", ""3.0"": ""Improved pit latrine (VIP)"", ""4.0"": ""Traditional pit latrine"", ""5.0"": ""Open pit"", ""6.0"": ""Bucket"", ""7.0"": ""Missing"", ""98.0"": ""No facilities, bush, field""}","{""1.0"": ""Flush to sewage system or septic tank"", ""2.0"": ""Pour flush latrine (water seal type)"", ""3.0"": ""Improved pit latrine (VIP)"", ""4.0"": ""Traditional pit latrine"", ""5.0"": ""Open pit"", ""6.0"": ""Bucket"", ""7.0"": ""Missing"", ""98.0"": ""No facilities, bush, field""}",not stated in metadata,,7.0,sanitation,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 2",2000,2000,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS2_2000_Datasets/UZch.sav,child,WS3,Kind of toilet facility,Kind of toilet facility,"{""1.0"": ""Flush to sewage system or septic tank"", ""2.0"": ""Pour flush latrine (water seal type)"", ""3.0"": ""Improved pit latrine (VIP)"", ""4.0"": ""Traditional pit latrine"", ""5.0"": ""Open pit"", ""6.0"": ""Bucket"", ""7.0"": ""Missing"", ""98.0"": ""No facilities, bush, field""}","{""1.0"": ""Flush to sewage system or septic tank"", ""2.0"": ""Pour flush latrine (water seal type)"", ""3.0"": ""Improved pit latrine (VIP)"", ""4.0"": ""Traditional pit latrine"", ""5.0"": ""Open pit"", ""6.0"": ""Bucket"", ""7.0"": ""Missing"", ""98.0"": ""No facilities, bush, field""}",not stated in metadata,,7.0,sanitation,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
uzbekistan,"Uzbekistan Multiple Indicator Cluster Survey (MICS), Round 2",2000,2000,data/interim/unpacked/uzbekistan/UNICEF-UZ-20250314T080638Z-001/depth_00/UNICEF-UZ/Uzbekistan_MICS2_2000_Datasets/UZhl.sav,person,WS3,Kind of toilet facility,Kind of toilet facility,"{""1.0"": ""Flush to sewage system or septic tank"", ""2.0"": ""Pour flush latrine (water seal type)"", ""3.0"": ""Improved pit latrine (VIP)"", ""4.0"": ""Traditional pit latrine"", ""5.0"": ""Open pit"", ""6.0"": ""Bucket"", ""7.0"": ""Missing"", ""98.0"": ""No facilities, bush, field""}","{""1.0"": ""Flush to sewage system or septic tank"", ""2.0"": ""Pour flush latrine (water seal type)"", ""3.0"": ""Improved pit latrine (VIP)"", ""4.0"": ""Traditional pit latrine"", ""5.0"": ""Open pit"", ""6.0"": ""Bucket"", ""7.0"": ""Missing"", ""98.0"": ""No facilities, bush, field""}",not stated in metadata,,7.0,sanitation,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
