country,survey_name,survey_year,wave_or_round,source_file,observation_level,variable_name,variable_label,question_wording,response_categories,value_labels,unit,recall_period,missing_value_codes,proposed_concept,candidate_role,comparability_confidence,notes
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id2a.dta,person,i226,how many hours per week do you usually use a computer for work or studying purpo,how many hours per week do you usually use a computer for work or studying purpo,{},{},not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id2a.dta,person,i227_1,at home / where do you get access to internet for work or study purposes?,at home / where do you get access to internet for work or study purposes?,"{""0"": ""No"", ""1"": ""Yes""}","{""0"": ""No"", ""1"": ""Yes""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id2a.dta,person,i227_2,at work / where do you get access to internet for work or study purposes?,at work / where do you get access to internet for work or study purposes?,"{""0"": ""No"", ""1"": ""Yes""}","{""0"": ""No"", ""1"": ""Yes""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id2a.dta,person,i227_3,at school / where do you get access to internet for work or study purposes?,at school / where do you get access to internet for work or study purposes?,"{""0"": ""No"", ""1"": ""Yes""}","{""0"": ""No"", ""1"": ""Yes""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id2a.dta,person,i227_4,internet cafes / where do you get access to internet for work or study purposes?,internet cafes / where do you get access to internet for work or study purposes?,"{""0"": ""No"", ""1"": ""Yes""}","{""0"": ""No"", ""1"": ""Yes""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id2a.dta,person,i227_5,never used Internet / where do you get access to internet for work or study purp,never used Internet / where do you get access to internet for work or study purp,"{""0"": ""No"", ""1"": ""Yes""}","{""0"": ""No"", ""1"": ""Yes""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id8d.dta,person,i826_7,internet / where do you seek information,internet / where do you seek information,"{""1"": ""yes"", ""2"": ""no"", ""99"": ""DK""}","{""1"": ""yes"", ""2"": ""no"", ""99"": ""DK""}",not stated in metadata,,99,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id8e.dta,person,i835_6,run internet blogs on social issues / Have you taken part in any of the followin,run internet blogs on social issues / Have you taken part in any of the followin,{},{},not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Community/cm1.sav,community,c124_10,computer skills courses / Is there a ... in this community?,computer skills courses / Is there a ... in this community?,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Community/cm1.sav,community,c124_13,Internet cafe / Is there a ... in this community?,Internet cafe / Is there a ... in this community?,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Community/cm1.sav,community,c125_10,Computer skills courses / How far is the nearest ... ?,Computer skills courses / How far is the nearest ... ?,"{""999.0"": ""do not know""}","{""999.0"": ""do not know""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Community/cm1.sav,community,c125_13,Internet cafe / How far is the nearest ... ?,Internet cafe / How far is the nearest ... ?,"{""999.0"": ""do not know""}","{""999.0"": ""do not know""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Household/hh1b.sav,household,h125,how many hours per week does [name] usually use a computer for studying or work,how many hours per week does [name] usually use a computer for studying or work,{},{},not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Individual/id2a.sav,person,i203,"do you use computers for work, study, leisure, or any other purpose?","do you use computers for work, study, leisure, or any other purpose?","{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Individual/id2a.sav,person,i203a,"approximately, how many hours per week do you use a computer?","approximately, how many hours per week do you use a computer?",{},{},not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Individual/id2a.sav,person,i204,"do you use internet for work, study, leisure, or any other purpose?","do you use internet for work, study, leisure, or any other purpose?","{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Individual/id8.sav,person,i826_7,internet,internet,"{""0.0"": ""no"", ""1.0"": ""yes""}","{""0.0"": ""no"", ""1.0"": ""yes""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Individual/id8.sav,person,i835_6,run internet blogs on social issues,run internet blogs on social issues,{},{},not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Community/cm1.dta,community,c124_10,computer skills courses / Is there a ... in this community?,computer skills courses / Is there a ... in this community?,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Community/cm1.dta,community,c124_13,Internet cafe / Is there a ... in this community?,Internet cafe / Is there a ... in this community?,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Community/cm1.dta,community,c125_10,Computer skills courses / How far is the nearest ... ?,Computer skills courses / How far is the nearest ... ?,"{""999"": ""do not know""}","{""999"": ""do not know""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Community/cm1.dta,community,c125_13,Internet cafe / How far is the nearest ... ?,Internet cafe / How far is the nearest ... ?,"{""999"": ""do not know""}","{""999"": ""do not know""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Household/hh1b.dta,household,h125,how many hours per week does [name] usually use a computer for studying or work,how many hours per week does [name] usually use a computer for studying or work,{},{},not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Individual/id2a.dta,person,i203,"do you use computers for work, study, leisure, or any other purpose?","do you use computers for work, study, leisure, or any other purpose?","{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Individual/id2a.dta,person,i203a,"approximately, how many hours per week do you use a computer?","approximately, how many hours per week do you use a computer?",{},{},not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Individual/id2a.dta,person,i204,"do you use internet for work, study, leisure, or any other purpose?","do you use internet for work, study, leisure, or any other purpose?","{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Individual/id8.dta,person,i826_7,internet,internet,"{""0"": ""no"", ""1"": ""yes""}","{""0"": ""no"", ""1"": ""yes""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Individual/id8.dta,person,i835_6,run internet blogs on social issues,run internet blogs on social issues,{},{},not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Household/hh1b.dta,household,h125,How many hours per week did he/she use a computer for studies (past AY)?,How many hours per week did he/she use a computer for studies (past AY)?,{},{},not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Individual/id2.dta,person,i203,"Do you use computers for work, study, or any other purpose?","Do you use computers for work, study, or any other purpose?","{""1"": ""Yes"", ""2"": ""No""}","{""1"": ""Yes"", ""2"": ""No""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Individual/id2.dta,person,i204,"Approximately, how many hours per week do you use a computer?","Approximately, how many hours per week do you use a computer?",{},{},not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Individual/id2.dta,person,i205,"Do you use Internet for work, study or leisure?","Do you use Internet for work, study or leisure?","{""1"": ""Yes"", ""2"": ""No""}","{""1"": ""Yes"", ""2"": ""No""}",not stated in metadata,,none documented in value labels,digital access,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Household/hh7.dta,household,h701,Was HH affected by shocks in last 12 months?,Was HH affected by shocks in last 12 months?,"{""1"": ""Yes"", ""2"": ""No""}","{""1"": ""Yes"", ""2"": ""No""}",not stated in metadata,last 12 months,none documented in value labels,economic shocks,moderator,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Household/hh7.dta,household,h703,"Estimate extra expenses made due to this shock, Soms","Estimate extra expenses made due to this shock, Soms","{""998"": ""Don't calculeted/Don't know""}","{""998"": ""Don't calculeted/Don't know""}",Som,,998,economic shocks,moderator,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Household/hh7.dta,household,h704,"Estimate loss of income due to this shock, Soms","Estimate loss of income due to this shock, Soms","{""998"": ""Don't calculeted/Don't know""}","{""998"": ""Don't calculeted/Don't know""}",Som,,998,economic shocks,moderator,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Household/hh7.dta,household,shock,Name of shock,Name of shock,"{""1"": ""Drought"", ""2"": ""Too much rain or flood"", ""3"": ""Very cold winter"", ""4"": ""Frosts"", ""5"": ""Landslides"", ""6"": ""Pest or diseases (crops or livestock)"", ""7"": ""Fire"", ""8"": ""Insufficient water supply for farming or gardening"", ""9"": ""Political instability"", ""10"": ""Theft of assets (cash, crops, livestock)"", ""11"": ""Inability to sell agricultural and other products"", ""12"": ""Loss of job"", ""13"": ""Sharp fall of remittances from abroad"", ""14"": ""Death of a major breadwinner"", ""15"": ""Death of another HH member"", ""16"": ""Death of close relative, non-member of HH"", ""17"": ""Illness of a major breadwinner"", ""18"": ""Illness of another HH member"", ""19"": ""Divorce"", ""20"": ""Disputes on land issues"", ""21"": ""Accident"", ""22"": ""Insufficient energy supply"", ""23"": ""Increased violence in the neighbourhood"", ""24"": ""Border closure for the movement of people and goods"", ""25"": ""Forced relocation""}","{""1"": ""Drought"", ""2"": ""Too much rain or flood"", ""3"": ""Very cold winter"", ""4"": ""Frosts"", ""5"": ""Landslides"", ""6"": ""Pest or diseases (crops or livestock)"", ""7"": ""Fire"", ""8"": ""Insufficient water supply for farming or gardening"", ""9"": ""Political instability"", ""10"": ""Theft of assets (cash, crops, livestock)"", ""11"": ""Inability to sell agricultural and other products"", ""12"": ""Loss of job"", ""13"": ""Sharp fall of remittances from abroad"", ""14"": ""Death of a major breadwinner"", ""15"": ""Death of another HH member"", ""16"": ""Death of close relative, non-member of HH"", ""17"": ""Illness of a major breadwinner"", ""18"": ""Illness of another HH member"", ""19"": ""Divorce"", ""20"": ""Disputes on land issues"", ""21"": ""Accident"", ""22"": ""Insufficient energy supply"", ""23"": ""Increased violence in the neighbourhood"", ""24"": ""Border closure for the movement of people and goods"", ""25"": ""Forced relocation""}",not stated in metadata,last 12 months (from companion h701 wording),none documented in value labels,economic shocks,moderator,high,"LiK 2019 household shock roster; value labels identify exact economic, job-loss, remittance-loss, health, agricultural, and climate categories."
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Household/hh7.dta,household,shock,Name of shock,Name of shock,"{""1"": ""Drought"", ""2"": ""Too much rain or flood"", ""3"": ""Very cold winter"", ""4"": ""Frosts"", ""5"": ""Landslides"", ""6"": ""Pest or diseases (crops or livestock)"", ""7"": ""Fire"", ""8"": ""Insufficient water supply for farming or gardening"", ""9"": ""Political instability"", ""10"": ""Theft of assets (cash, crops, livestock)"", ""11"": ""Inability to sell agricultural and other products"", ""12"": ""Loss of job"", ""13"": ""Sharp fall of remittances from abroad"", ""14"": ""Death of a major breadwinner"", ""15"": ""Death of another HH member"", ""16"": ""Death of close relative, non-member of HH"", ""17"": ""Illness of a major breadwinner"", ""18"": ""Illness of another HH member"", ""19"": ""Divorce"", ""20"": ""Disputes on land issues"", ""21"": ""Accident"", ""22"": ""Insufficient energy supply"", ""23"": ""Increased violence in the neighbourhood"", ""24"": ""Border closure for the movement of people and goods"", ""25"": ""Forced relocation""}","{""1"": ""Drought"", ""2"": ""Too much rain or flood"", ""3"": ""Very cold winter"", ""4"": ""Frosts"", ""5"": ""Landslides"", ""6"": ""Pest or diseases (crops or livestock)"", ""7"": ""Fire"", ""8"": ""Insufficient water supply for farming or gardening"", ""9"": ""Political instability"", ""10"": ""Theft of assets (cash, crops, livestock)"", ""11"": ""Inability to sell agricultural and other products"", ""12"": ""Loss of job"", ""13"": ""Sharp fall of remittances from abroad"", ""14"": ""Death of a major breadwinner"", ""15"": ""Death of another HH member"", ""16"": ""Death of close relative, non-member of HH"", ""17"": ""Illness of a major breadwinner"", ""18"": ""Illness of another HH member"", ""19"": ""Divorce"", ""20"": ""Disputes on land issues"", ""21"": ""Accident"", ""22"": ""Insufficient energy supply"", ""23"": ""Increased violence in the neighbourhood"", ""24"": ""Border closure for the movement of people and goods"", ""25"": ""Forced relocation""}",not stated in metadata,last 12 months (from companion h701 wording),none documented in value labels,employment shocks,moderator,high,"LiK 2019 household shock roster; value labels identify exact economic, job-loss, remittance-loss, health, agricultural, and climate categories."
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/household/hh4a.dta,household,h402a,Quantity consumed from own production in the last 12 months,Quantity consumed from own production in the last 12 months,{},{},not stated in metadata,last 12 months,none documented in value labels,food consumption,outcome,high,Quantity consumed from own production in the LiK food-item module; not total food consumption without construction.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Household/hh4a.dta,household,h402a,Quantity: your HH's consumption from own production in the last 12 months,Quantity: your HH's consumption from own production in the last 12 months,{},{},not stated in metadata,last 12 months,none documented in value labels,food consumption,outcome,high,Quantity consumed from own production in the LiK food-item module; not total food consumption without construction.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Household/hh4a.dta,household,h402a,Quantity of item  hh consumed from own production in the last 12 months,Quantity of item  hh consumed from own production in the last 12 months,{},{},not stated in metadata,last 12 months,none documented in value labels,food consumption,outcome,high,Quantity consumed from own production in the LiK food-item module; not total food consumption without construction.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h621_7,"what did you spend the money on?  current expenditures (food, electricity, rent.","what did you spend the money on?  current expenditures (food, electricity, rent.","{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h632_7,"what did you spend the money on?  current expenditures (food, electricity, rent.","what did you spend the money on?  current expenditures (food, electricity, rent.","{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h641_7,"what did migrants spend the money on?  current expenditures (food, electricity,","what did migrants spend the money on?  current expenditures (food, electricity,","{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh6.sav,household,h644_7,"for what was it supposued to spend money?   current expenditures (food, electric","for what was it supposued to spend money?   current expenditures (food, electric","{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h621_7,"what did you spend the money on?  current expenditures (food, electricity, rent.","what did you spend the money on?  current expenditures (food, electricity, rent.","{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h632_7,"what did you spend the money on?  current expenditures (food, electricity, rent.","what did you spend the money on?  current expenditures (food, electricity, rent.","{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h641_7,"what did migrants spend the money on?  current expenditures (food, electricity,","what did migrants spend the money on?  current expenditures (food, electricity,","{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh6.dta,household,h644_7,"for what was it supposued to spend money?   current expenditures (food, electric","for what was it supposued to spend money?   current expenditures (food, electric","{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2011,2011,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/household/hh6b.sav,household,h621_7,"what did you spend the money on?  current expenditures (food, electricity, rent.","what did you spend the money on?  current expenditures (food, electricity, rent.","{""1.0"": ""Yes"", ""2.0"": ""No""}","{""1.0"": ""Yes"", ""2.0"": ""No""}",not stated in metadata,,none documented in value labels,food expenditure,outcome,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
